0,5.07769
100,9.77627
200,10.8363
300,11.3617
400,10.7026
500,11.8361
600,11.7362
700,11.6055
800,11.1365
900,10.4816
1000,11.7252
1100,11.7494
1200,11.8653
1300,10.9835
1400,11.1493
1500,11.5269
1600,9.68817
1700,9.13549
1800,9.46944
1900,9.27874
2000,9.90711
2100,8.39358
2200,8.30645
2300,8.2747
2400,8.37052
2500,8.07631
2600,7.76567
2700,7.10583
2800,7.5902
2900,7.90114
3000,8.2301
3100,7.00318
3200,7.71115
3300,7.02576
3400,6.64862
3500,6.93197
3600,5.23031
3700,6.26561
3800,5.8761
3900,6.30691
4000,4.87282
4100,5.61281
4200,5.14929
4300,3.15561
4400,2.2696
4500,2.77367
4600,2.52351
4700,2.48727
4800,2.07781
4900,2.31647
5000,2.31197
5100,2.52192
5200,2.52935
5300,2.66821
5400,2.58359
5500,2.48211
5600,2.66857
5700,2.47285
5800,2.43854
5900,2.4417
6000,2.78995
6100,2.77636
6200,2.65227
6300,2.87082
6400,3.10923
6500,2.88045
6600,2.92987
6700,2.69385
6800,2.75403
6900,3.01153
7000,2.82267
7100,2.77856
7200,2.94333
7300,2.68782
7400,2.90824
7500,3.07527
7600,3.43772
7700,2.92747
7800,3.28462
7900,2.81113
8000,3.05264
8100,3.2544
8200,3.31416
8300,3.09266
8400,3.09346
8500,3.61615
8600,3.198
8700,3.35518
8800,3.21044
8900,3.17788
9000,3.64552
9100,2.9729
9200,3.46009
9300,3.1279
9400,3.59935
9500,3.1014
9600,3.15779
9700,3.6727
9800,3.65807
9900,2.78533
10000,3.15274
10100,3.70353
10200,3.57956
10300,3.70287
10400,3.62239
10500,3.77983
10600,3.73113
10700,3.66719
10800,3.30379
10900,3.73877
11000,3.58433
11100,2.82161
11200,3.05242
11300,3.67329
11400,3.68285
11500,3.31013
11600,3.55103
11700,3.84002
11800,3.15667
11900,3.38961
12000,3.05987
12100,3.84696
12200,3.85328
12300,3.82598
12400,3.7446
12500,4.10862
12600,3.90395
12700,3.54401
12800,3.88401
12900,4.08585
13000,4.0564
13100,4.09328
13200,4.3262
13300,4.23829
13400,4.24587
13500,4.62826
13600,4.58618
13700,4.47049
13800,4.07994
13900,4.64971
14000,4.34676
14100,4.28169
14200,4.78713
14300,5.12643
14400,4.10232
14500,4.23606
14600,4.50758
14700,4.58008
14800,5.03101
14900,4.27292
15000,4.77535
15100,5.28565
15200,5.29358
15300,4.73743
15400,5.03823
15500,5.4206
15600,5.31228
15700,5.25248
15800,5.01959
15900,4.76565
16000,5.20704
16100,5.08672
16200,4.9656
16300,4.92006
16400,5.32182
16500,5.24512
16600,4.59746
16700,4.47856
16800,5.05944
16900,5.15248
17000,5.50675
17100,5.45046
17200,5.30323
17300,5.38648
17400,5.20676
17500,4.99513
17600,5.12935
17700,4.91659
17800,5.46679
17900,5.52817
18000,4.9279
18100,4.64131
18200,5.51301
18300,5.81792
18400,5.67432
18500,5.29947
18600,5.36912
18700,5.41662
18800,5.68348
18900,5.3231
19000,5.82159
19100,5.28047
19200,5.11316
19300,6.17312
19400,6.06945
19500,5.87425
19600,5.27452
19700,5.95992
19800,5.38294
19900,5.87326
20000,5.44171
20100,6.06262
20200,5.84257
20300,5.76267
20400,5.7988
20500,6.08255
20600,5.82429
20700,5.54211
20800,6.0908
20900,5.74427
21000,5.97829
21100,5.73954
21200,6.39782
